symbol,name,security_type,currency,sector,low_52_week,high_52_week,yield,avg_volume,company_ceo,company_debt,company_earnings_growth,company_gross_profit_margin,description,eps,inception_year,industry_name,market_cap,number_of_employees,pe_ratio,total_assets,primary_exchange,amount
CARS,Evolve Automobile Innovation Index Fund  Hedged,ETF,CAD,ETFs,37.13,59.79,0.0061,4116.3684,0,0.0,0.0,0.0,"CARS seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Future Cars Index Canadian Dollar Hedged, or any successor thereto. CARS invests primarily in equity securities of companies that are directly or indirectly involved in developing electric drivetrains, autonomous driving.",0.0,0.0,Investment Trusts Or Mutual Funds,73.2045,0.0,0.0,0.0,TSX,39.5700
CARS.B,Evolve Automobile Innovation Index Fund  Unhedged,ETF,CAD,ETFs,40.45,62.75,0.0057,355.0526,0,0.0,0.0,0.0,"CARS seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Future Cars Index Canadian Dollar Hedged, or any successor thereto. CARS invests primarily in equity securities of companies that are directly or indirectly involved in developing electric drivetrains, autonomous driving.",0.0,0.0,Investment Trusts Or Mutual Funds,5.2487,0.0,0.0,0.0,TSX,43.3400
CBH,BlackRock iShares 1-10 Year Laddered Corporate Bond Index ETF,ETF,CAD,ETFs,17.9,19.13,0.0302,9468.4211,0,0.0,0.0,0.0,"CBH has been designed to replicate, to the extent possible, the performance of the FTSE Canada 1-10 Year Laddered Corporate Bond Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,391.115,0.0,0.0,0.0,TSX,17.9000
CBO,BlackRock iShares 1-5 Year Laddered Corporate Bond Index ETF,ETF,CAD,ETFs,17.9,18.92,0.026,15694.3158,0,0.0,0.0,0.0,"CBO has been designed to replicate, to the extent possible, the performance of the FTSE Canada 1-5 Year Laddered Corporate Bond Index, net of expenses. Under normal market conditions, CBO will primarily invest in securities of one or more iShares ETFs and/or Canadian fixed income securities.",0.0,0.0,Investment Trusts Or Mutual Funds,1029.25,0.0,0.0,0.0,TSX,17.9000
CDZ,iShares S&P/TSX Canadian Dividend ETF,ETF,CAD,ETFs,28.75,33.28,0.0312,23762.8947,0,0.0,0.0,0.0,"CDZ has been designed to replicate, to the extent possible, the performance of the S&P/TSX Canadian Dividend Aristocrats Index, net of expenses. Under normal market conditions, CDZ will primarily invest in securities of one or more iShares ETFs and/or Canadian equity securities.",0.0,0.0,Investment Trusts Or Mutual Funds,1043.043,0.0,0.0,0.0,TSX,33.0600
CEW,BlackRock iShares Equal Weight Banc & Lifeco ETF,ETF,CAD,ETFs,14.73,18.48,0.0302,21293.7368,0,0.0,0.0,0.0,To provide Unitholders with a diversified equal weighted investment in a portfolio (the CEW Portfolio) of common shares of the largest Canadian banks and Canadian life insurance companies.,0.0,0.0,Investment Trusts Or Mutual Funds,241.258,0.0,0.0,0.0,TSX,16.9900
CGL,BlackRock iShares Gold Bullion ETF CAD-Hedged,ETF,CAD,ETFs,13.9,17.03,0.0,72689.5789,0,0.0,0.0,0.0,"The investment objective of the fund is totrack the gold spot price, less expenses, and liabilities, using gold bullionstored invarious vault locations.",0.0,0.0,Investment Trusts Or Mutual Funds,821.13,0.0,0.0,0.0,TSX,16.2600
CGL.C,BlackRock iShares Gold Bullion ETF Non-Hedged,ETF,CAD,ETFs,18.29,22.85,0.0,17191.7368,0,0.0,0.0,0.0,"The investment objective of the fund is totrack the gold spot price, less expenses, and liabilities, using gold bullionstored invarious vault locations.",0.0,0.0,Investment Trusts Or Mutual Funds,270.5,0.0,0.0,0.0,TSX,21.6400
CGR,BlackRock iShares Global Real Estate Index ETF,ETF,CAD,ETFs,28.35,35.43,0.0188,2063.4211,0,0.0,0.0,0.0,"CGR has been designed to replicate, to the extent possible, the performance of the Cohen & Steers Global Realty Majors Index, net of expenses. Under normal market conditions, CGR will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by international issuers participating in the real estate sector.",0.0,0.0,Investment Trusts Or Mutual Funds,246.605,0.0,0.0,0.0,TSX,31.8200
CGXF,CI Gold Plus Giants Covered Call ETF,ETF,CAD,ETFs,10.26,14.16,0.0713,65298.2632,Barry Huntly Gordon,0.0,0.0,0.0,"CGXFs investment objective is to provide Unitholders, through an actively managed portfolio",0.0,2010.0,Investment Trusts Or Mutual Funds,463.9379,0.0,0.0,0.0,TSX,13.6300
CHB,BlackRock iShares US High Yield Fixed Income Indx ETFCAD-Hedgd,ETF,CAD,ETFs,16.65,18.39,0.0536,4549.4737,0,0.0,0.0,0.0,"CHB has been designed to replicate, to the extent possible, the performance of the Bloomberg Barclays US High Yield Very Liquid Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,108.225,0.0,0.0,0.0,TSX,16.6500
CIC,CI First Asset Fd Corp - CI Canadian Banks Income Class ETF,ETF,CAD,ETFs,11.52,14.3,0.0529,12336.7368,Barry Huntly Gordon,0.0,0.0,0.0,"CICs investment objective is to provide Shareholders with (i) quarterly distributions, (ii) the opportunity for capital appreciation, and (iii) lower overall volatility of portfolio returns",0.0,2010.0,Investment Trusts Or Mutual Funds,216.8889,0.0,0.0,0.0,TSX,13.5800
CIF,BlackRock iShares Global Infrastructure Index ETF,ETF,CAD,ETFs,28.24,33.66,0.0247,5709.6316,0,0.0,0.0,0.0,"CIF has been designed to replicate, to the extent possible, the performance of the Manulife Investment Management",0.0,0.0,Investment Trusts Or Mutual Funds,282.6038,0.0,0.0,0.0,TSX,33.2000
CLF,iShares 1-5 Year Laddered Government Bond ETF,ETF,CAD,ETFs,17.31,18.02,0.02,11268.6842,0,0.0,0.0,0.0,"CLF has been designed to replicate, to the extent possible, the performance of the FTSE Canada 1-5 Year Laddered Government Bond Index, net of expenses. Under normal market conditions, CLF will primarily invest in securities of one or more iShares ETFs and/or Canadian fixed income securities.",0.0,0.0,Investment Trusts Or Mutual Funds,691.467,0.0,0.0,0.0,TSX,17.3300
CLG,BlackRock iShares 1-10 Year Laddered Government Bond Index ETF,ETF,CAD,ETFs,17.68,18.69,0.0264,10065.2632,0,0.0,0.0,0.0,"CLG has been designed to replicate, to the extent possible, the performance of the FTSE Canada 1-10 Year Laddered Government Bond Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,396.032,0.0,0.0,0.0,TSX,17.6800
COW,iShares Global Agriculture ETF,ETF,CAD,ETFs,53.69,75.87,0.0057,7272.3158,0,0.0,0.0,0.0,"COW has been designed to replicate, to the extent possible, the performance of the Manulife Investment Management Global Agriculture Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,401.1965,0.0,0.0,0.0,TSX,74.9900
CPD,BlackRock iShares S&P/TSX Canadian Preferred Share Index ETF,ETF,CAD,ETFs,13.16,14.15,0.0439,58671.6316,0,0.0,0.0,0.0,"CPD has been designed to replicate, to the extent possible, the performance of the S&P/TSX Preferred Share Index, net of expenses. Under normal market conditions, CPD will primarily invest in securities of one or more iShares ETFs and/or Canadian equity securities.",0.0,0.0,Investment Trusts Or Mutual Funds,1444.014,0.0,0.0,0.0,TSX,13.2600
CSD,BlackRock iShares Short Duration High Income ETF CAD-Hedged,ETF,CAD,ETFs,16.3,17.35,0.0498,4293.4211,0,0.0,0.0,0.0,"CSD has been created to maximize total returns for Unitholders consisting of both monthly distributions and capital appreciation, and to preserve capital, by investing in or obtaining economic exposure to a diversified high-yield debt portfolio consisting primarily of below investment grade debt securities.",0.0,0.0,Investment Trusts Or Mutual Funds,84.5078,0.0,0.0,0.0,TSX,16.3300
CSY,CI Core Canadian Equity Income Class ETF,ETF,CAD,ETFs,22.3,25.14,0.0471,340.7895,0,0.0,0.0,0.0,"The Fund's investment objectives are to seek to provide Shareholders with: (i) long term capital appreciation with an attractive risk-adjusted rate of return, and (ii) consistent dividend income, through investing the Fund's portfolio to gain exposure to equity securities of primarily large capitalization Canadian issuers",0.0,0.0,Investment Trusts Or Mutual Funds,16.2203,0.0,0.0,0.0,TSX,24.9700
CUD,BlackRock iShares US Dividend Growers Index ETF CAD-Hedged,ETF,CAD,ETFs,47.53,54.6,0.0213,3976.3158,0,0.0,0.0,0.0,"CUD has been designed to replicate, to the extent possible, the performance of the S&P High Yield Dividend Aristocrats CAD Hedged Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,371.935,0.0,0.0,0.0,TSX,50.9500
CVD,BlackRock iShares Convertible Bond Index ETF,ETF,CAD,ETFs,17.62,19.08,0.047,3707.6842,0,0.0,0.0,0.0,"CVD has been designed to replicate, to the extent possible, the performance of the FTSE Canada Convertible Bond Index, net of expenses. Under normal market conditions, CVD will primarily invest in securities of one or more iShares ETFs and/or Canadian fixed income securities.",0.0,0.0,Investment Trusts Or Mutual Funds,123.786,0.0,0.0,0.0,TSX,17.9500
CWW,BlackRock iShares Global Water Index ETF,ETF,CAD,ETFs,45.2,58.0,0.0355,5741.4737,0,0.0,0.0,0.0,"CWW has been designed to replicate, to the extent possible, the performance of the S&P Global Water Index, net of expenses. Under normal market conditions, CWW will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by international issuers participating in the water sector.",0.0,0.0,Investment Trusts Or Mutual Funds,323.4668,0.0,0.0,0.0,TSX,46.7100
CXF,CI First Asset Canadian Convertible Bond ETF,ETF,CAD,ETFs,9.75,10.78,0.0479,5553.6842,0,0.0,0.0,0.0,"CXFs investment objectives are to provide Unitholders with (i) quarterly cash distributions, and (ii) the opportunity for",0.0,0.0,Investment Trusts Or Mutual Funds,58.6478,0.0,0.0,0.0,TSX,10.0500
CYBR,Evolve Cyber Security Index Fund  Hedged,ETF,CAD,ETFs,39.11,55.0,0.0029,6551.6316,0,0.0,0.0,0.0,"CYBR seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Global Cyber Security Index Canadian Dollar Hedged, or any successor thereto.",0.0,0.0,Investment Trusts Or Mutual Funds,186.9,0.0,0.0,0.0,TSX,42.0000
CYBR.B,Evolve Cyber Security Index Fund  Unhedged,ETF,CAD,ETFs,43.0,58.82,0.0026,1775.3684,0,0.0,0.0,0.0,"CYBR seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Global Cyber Security Index Canadian Dollar Hedged, or any successor thereto.",0.0,0.0,Investment Trusts Or Mutual Funds,33.1108,0.0,0.0,0.0,TSX,46.7500
CYH,iShares Global Monthly Dividend Index ETF,ETF,CAD,ETFs,20.04,22.71,0.0403,4529.1053,0,0.0,0.0,0.0,"CYH has been designed to replicate, to the extent possible, the performance of the Dow Jones Global Select Dividend Composite Index Canadian Dollar Hedged, net of expenses. Under normal market conditions, CYH will primarily invest in securities of one or more iShares ETFs and/or international equity securities.",0.0,0.0,Investment Trusts Or Mutual Funds,146.418,0.0,0.0,0.0,TSX,21.3300
DCC,Desjardins 1-5 year Laddered Canadian Corporate Bond Index ETF,ETF,CAD,ETFs,18.54,19.72,0.0324,486.6842,0,0.0,0.0,0.0,"Seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of a diversified short term Canadian corporate bond index, which index is divided into five groupings with staggered maturitires.",0.0,0.0,Investment Trusts Or Mutual Funds,9.27,0.0,0.0,0.0,TSX,18.6300
DCG,Desjardins 1-5 year Laddered Canadian Government Bond Index ETF,ETF,CAD,ETFs,18.35,19.54,0.0262,916.7895,0,0.0,0.0,0.0,"DCG seeks to replicate the performance of the Solactive 1-5 Year Laddered Canadian Government Bond TR Index, net of fees and expenses. Under normal market conditions, DCG will primarily invest in investment-grade government bonds issued in the Canadian market, with an effective term to maturity between one and six years",0.0,0.0,Investment Trusts Or Mutual Funds,32.1125,0.0,0.0,0.0,TSX,18.4200
DCP,Desjardins Canadian Preferred Share Index ETF,ETF,CAD,ETFs,18.95,20.76,0.0433,404.6842,0,0.0,0.0,0.0,"Seeks to replicate to the extent reasonably possible and before fees and expenses, the performance of a Canadian preferred shares index.",0.0,0.0,Investment Trusts Or Mutual Funds,7.76,0.0,0.0,0.0,TSX,19.3100
DCS,Desjardins Canadian Short Term Bond Index ETF,ETF,CAD,ETFs,18.89,19.77,0.0255,58.6842,0,0.0,0.0,0.0,"DCS Seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of a broad Canadian bond index with a short-term average maturity. Currently, DCS seeks to replicate the performance of the Solactive Short-Term Canadian Bond Universe TR Index, net of fees and expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,20.746,0.0,0.0,0.0,TSX,18.9100
DCU,Desjardins Canadian Universe Bond Index ETF,ETF,CAD,ETFs,18.88,20.3,0.0318,1165.4737,0,0.0,0.0,0.0,"DCU seeks to replicate, to the extent reasonably possible and before fees and expenses,the performance of a broad Canadian bond index.Currently,DCU seeks to replicate the performance of the Solactive Canadian Bond Universe TR index,net of fees and expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,45.264,0.0,0.0,0.0,TSX,18.8800
DISC,BMO Global Consumer Discretionary Hedged to CAD Index ETF,ETF,CAD,ETFs,30.29,39.14,0.009,1824.4737,0,0.0,0.0,0.0,"To replicate, to the extent possible, the performance of the FTSE Developed ex Korea Consumer Discretionary Capped 100% Hedged to CAD Index, net of expenses",0.0,0.0,Investment Trusts Or Mutual Funds,60.946,0.0,0.0,0.0,TSX,31.0800
DIVS,Evolve Active Canadian Preferred Share Fund  Unhedged,ETF,CAD,ETFs,17.01,18.16,0.0489,3014.7895,0,0.0,0.0,0.0,"The investment objective of DIVS is to seek to provide holders of Units with stable income and long-term capital appreciation by investing primarily in a diversified mix of preferred shares of Canadian issuers, in addition to U.S. and international issuers.",0.0,0.0,Investment Trusts Or Mutual Funds,134.9184,0.0,0.0,0.0,TSX,17.2000
DXB,Dynamic Active Tactical Bond ETF,ETF,CAD,ETFs,19.52,20.89,0.0258,5451.3684,0,0.0,0.0,0.0,DXB seeks to provide interest income and long-term capital growth by investing in a diversified portfolio of primarily North American fixed income securities,0.0,0.0,Investment Trusts Or Mutual Funds,194.9115,0.0,0.0,0.0,TSX,19.5200
DXC,Dynamic Active Canadian Dividend ETF,ETF,CAD,ETFs,28.04,33.97,0.0143,5463.8421,0,0.0,0.0,0.0,DXC seeks to provide long-term capital growth by investing primarily in a broadly diversified portfolio of equity securities of Canadian based businesses that pay or are expected to pay a dividend or distribution.,0.0,0.0,Investment Trusts Or Mutual Funds,99.2675,0.0,0.0,0.0,TSX,33.6500
DXF,Dynamic Active Global Financial Services ETF,ETF,CAD,ETFs,31.44,39.61,0.0123,758.0,0,0.0,0.0,0.0,"DXF seeks to provide long-term capital growth by investing primarily in equity securities of companies globally, with a focus in the U.S., that are involved in the financial services and/or financial technology sectors.",0.0,0.0,Investment Trusts Or Mutual Funds,22.792,0.0,0.0,0.0,TSX,32.8700
DXG,Dynamic Active Global Dividend ETF,ETF,CAD,ETFs,44.19,55.0,0.0003,16191.5263,0,0.0,0.0,0.0,The ETF seeks to provide long-term capital growth by investing primarily in a broadly diversified portfolio of equity securities of business located around the world that pay or are expected to pay a dividend or distribution.,0.0,0.0,Investment Trusts Or Mutual Funds,1095.316,0.0,0.0,0.0,TSX,44.8900
DXO,Dynamic Active Crossover Bond ETF,ETF,CAD,ETFs,20.5,22.51,0.0447,816.3158,0,0.0,0.0,0.0,DXO seeks to provide interest income and the potential for some long-term capital growth by investing  primarily in North American fixed income corporate securities that are rated close to the line dividing investment grade and high-yield credit.,0.0,0.0,Investment Trusts Or Mutual Funds,53.222,0.0,0.0,0.0,TSX,20.5000
DXP,Dynamic Active Preferred Shares ETF,ETF,CAD,ETFs,21.34,24.03,0.0386,20540.6316,0,0.0,0.0,0.0,DXP seeks to provide dividend income while preserving capital by investing primarily in preferred shares of Canadian based businesses.,0.0,0.0,Investment Trusts Or Mutual Funds,721.755,0.0,0.0,0.0,TSX,22.4000
DXU,Dynamic Active U.S. Dividend ETF,ETF,CAD,ETFs,42.23,51.74,0.0,5728.8947,0,0.0,0.0,0.0,DXU seeks to provide long-term capital growth by investing primarily in a broadly diversified portfolio of equity securities of U.S. based businesses that pay or are expected to pay a dividend or distribution.,0.0,0.0,Investment Trusts Or Mutual Funds,186.5715,0.0,0.0,0.0,TSX,42.9900
DXV,Dynamic Active Investment Grade Floating Rate ETF,ETF,CAD,ETFs,19.95,20.7,0.0069,814.0,0,0.0,0.0,0.0,DXV seeks to provide a floating rate of interest income while preserving capital,0.0,0.0,Investment Trusts Or Mutual Funds,25.961,0.0,0.0,0.0,TSX,19.9900
DXZ,Dynamic Active U.S. Mid-Cap ETF,ETF,CAD,ETFs,10.08,11.9,0.0045,1808.1579,0,0.0,0.0,0.0,DXZ seeks to provide long-term capital growth by investing primarily in equity securities of U.S.-based companies with mid-capitalization,0.0,0.0,Investment Trusts Or Mutual Funds,12.3358,0.0,0.0,0.0,TSX,10.1000
EDGE,Evolve Innovation Index Fund Hedged,ETF,CAD,ETFs,31.98,43.26,0.0009,2728.2632,0,0.0,0.0,0.0,"EDGE seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive Global Innovation Index, or any successor thereto. EDGE directly or indirectly invests in equity securities of companies located domestically or internationally that are involved in innovative and disruptive trends",0.0,0.0,Investment Trusts Or Mutual Funds,93.9838,0.0,0.0,0.0,TSX,32.7900
EDGF,Brompton Funds Ltd - Brompton European Dividend Growth ETF,ETF,CAD,ETFs,9.57,12.18,0.0509,2193.5789,0,0.0,0.0,0.0,0,0.0,0.0,Investment Trusts Or Mutual Funds,0.0,0.0,0.0,0.0,TSX,9.8600
ELV,Invesco S&P Emerging Markets Low Volatility Index ETF,ETF,CAD,ETFs,17.59,20.52,0.0419,336.9474,0,0.0,0.0,0.0,The ETF invests either in securities of Invesco S&P Emerging Markets Low Volatility ETFor in securities of emerging markets companies in order to replicate the S&P BMI Emerging Markets Low Volatility Index. The index is designed to measure the performance of the 200 least volatile stocks in the S&P Emerging Plus LargeMidCap Index.,0.0,0.0,Investment Trusts Or Mutual Funds,16.1167,0.0,0.0,0.0,TSX,19.6200
EQL,Invesco S&P 500 Equal Weight Index ETF,ETF,CAD,ETFs,26.44,31.91,0.0141,19959.5263,0,0.0,0.0,0.0,"EQL seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the S&P 500 Equal Weight Index, or any successor thereto, on an unhedged basis, in the case of any unhedged units, or on a hedged basis, in the case of any hedged units.",0.0,0.0,Investment Trusts Or Mutual Funds,203.9358,0.0,0.0,0.0,TSX,29.0300
ETP,First Trust Global Risk Managed Income Index ETF,ETF,CAD,ETFs,18.35,19.08,0.03,497.4737,0,0.0,0.0,0.0,"The NASDAQ Global Risk Managed Income IndexSM seeks to provide exposure to a risk managed, global income portfolio which generates a high yield for the risk taken and consists of liquid income-bearing ETFs and other exchange traded products across various asset classes.",0.0,0.0,Investment Trusts Or Mutual Funds,24.7874,0.0,0.0,0.0,TSX,18.3500
EUR,First Trust AlphaDEX European Dividend Index ETF CAD-Hedged,ETF,CAD,ETFs,20.29,23.76,0.0426,249.6316,0,0.0,0.0,0.0,"The AlphaDEX European Dividend Index results from applying the AlphaDEX methodology to a universe of ADRs of European companies that are listed on the NYSE, NYSE Market and NASDAQ, Inc. exchanges",0.0,0.0,Investment Trusts Or Mutual Funds,5.2897,0.0,0.0,0.0,TSX,21.4400
FAI,CI First Asset Active Utility & Infrastructure ETF,ETF,CAD,ETFs,13.05,14.59,0.0371,2961.2105,Paul Sandhu,0.0,0.0,0.0,FAIs investment objectives are to provide Unitholders with monthly cash distributions and the opportunity for capital appreciation from an actively managed portfolio comprised primarily of equity securities of Utility and Infrastructure Issuers,0.0,2009.0,Investment Trusts Or Mutual Funds,31.5093,0.0,0.0,0.0,TSX,14.3800
FAO,CI First Asset Active Credit ETF,ETF,CAD,ETFs,8.11,8.84,0.0663,1181.8421,Paul Sandhu,0.0,0.0,0.0,"FAOs investment objective is to maximize long term risk-adjusted total returns, delivered through cash distributions and long term capital appreciation, in a manner consistent with preservation of capital and prudent risk management by actively investing primarily in corporate fixed income instruments of North American issuers.",0.0,2009.0,Investment Trusts Or Mutual Funds,12.5157,0.0,0.0,0.0,TSX,8.1200
FCRR,Fidelity U.S. Dividend for Rising Rates Index ETF,ETF,CAD,ETFs,28.97,34.44,0.0186,2824.1579,0,0.0,0.0,0.0,The Fund invests its assets in the securities that make up the Fidelity Canada U.S. Dividend for Rising Rates Index (the Index),0.0,0.0,Investment Trusts Or Mutual Funds,64.534,0.0,0.0,0.0,TSX,31.5900
FDE,First Trust AlphaDEX Emerging Market Dividend ETF CAD-Hedged,ETF,CAD,ETFs,14.31,18.2,0.0598,627.3158,0,0.0,0.0,0.0,First Trust AlphaDEX Emerging Market Dividend ETF (CAD-Hedged) seeks to provide Unitholders with exposure to the performance of a portfolio of dividend paying equity securities domiciled in the emerging markets and selected from countries represented in the S&P Emerging Markets BMI Index as well as providing Unitholders with monthly distributions.,0.0,0.0,Investment Trusts Or Mutual Funds,4.9417,0.0,0.0,0.0,TSX,16.4800
FDV,CI First Asset Active Canadian Dividend ETF,ETF,CAD,ETFs,10.7188,12.29,0.0326,1844.2105,Paul Sandhu,0.0,0.0,0.0,To seek long-term total returns consisting of regular dividend income and long-term capital appreciation from an actively managed portfolio comprised primarily of dividend-paying and other equity securities of Canadian issuers.,0.0,2009.0,Investment Trusts Or Mutual Funds,10.3316,0.0,0.0,0.0,TSX,11.5200
FGB,CI First Asset Fund Corp - CI Short Term Government Bond Index Class ETF,ETF,CAD,ETFs,18.46,19.2,0.0169,97.2105,Paul Sandhu,0.0,0.0,0.0,"FGBs investment objective is to replicate, to the extent possible, the performance of a Canadian short-term government bond index (the Index), currently the FTSE Canada Short Term Government Bond Index, net of expenses.",0.0,2009.0,Investment Trusts Or Mutual Funds,34.1695,0.0,0.0,0.0,TSX,18.4600
FHG,First Trust Alphadex Industries Sec ETF,ETF,CAD,ETFs,36.54,42.84,0.0039,1215.8421,0,0.0,0.0,0.0,"The First Trust AlphaDEX U.S. Industrials Sector Index ETF seeks to replicate, to the extent possible, the performance of the StrataQuant Industrials Index (the Index), net of expenses",0.0,0.0,Investment Trusts Or Mutual Funds,44.904,0.0,0.0,0.0,TSX,37.6900
FHG.F,First Trust AlphaDEX U.S. Industrials Sector Index ETF Hedged,ETF,CAD,ETFs,25.36,29.84,0.0064,794.6842,0,0.0,0.0,0.0,"The First Trust AlphaDEX U.S. Industrials Sector Index ETF seeks to replicate, to the extent possible, the performance of the StrataQuant Industrials Index (the Index), net of expenses",0.0,0.0,Investment Trusts Or Mutual Funds,3.873,0.0,0.0,0.0,TSX,25.9600
FHH,First Trust AlphaDEX U.S. Health Care Sector Index ETF,ETF,CAD,ETFs,36.0,44.0,0.0,381.3158,0,0.0,0.0,0.0,"The First Trust ETF seeks to replicate, to the extent possible, the performance of the StrataQuant Health Care Index (Index), net of expenses. The investment strategy of the First Trust ETF is to invest in and hold the Constituent Securities.",0.0,0.0,Investment Trusts Or Mutual Funds,14.96,0.0,0.0,0.0,TSX,38.2300
